"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"65-74 years","65-74","Arkansas","05","2022","2022","Female","F",383,167300,228.9,206.0,251.9
,"65-74 years","65-74","Arkansas","05","2022","2022","Male","M",801,147414,543.4,505.7,581.0
,"65-74 years","65-74","Arkansas","05","2023","2023","Female","F",358,170494,210.0,188.2,231.7
,"65-74 years","65-74","Arkansas","05","2023","2023","Male","M",739,149645,493.8,458.2,529.4
,"65-74 years","65-74","Arkansas","05","2024","2024","Female","F",319,172450,185.0,164.7,205.3
,"65-74 years","65-74","Arkansas","05","2024","2024","Male","M",720,152029,473.6,439.0,508.2
,"65-74 years","65-74","Arkansas","05","2025 (provisional)","2025","Female","F",369,172450,214.0,192.1,235.8
,"65-74 years","65-74","Arkansas","05","2025 (provisional)","2025","Male","M",760,152029,499.9,464.4,535.4
,"65-74 years","65-74","California","06","2021","2021","Female","F",2531,1882333,134.5,129.2,139.7
,"65-74 years","65-74","California","06","2021","2021","Male","M",5630,1675680,336.0,327.2,344.8
,"65-74 years","65-74","California","06","2022","2022","Female","F",2615,1884494,138.8,133.4,144.1
,"65-74 years","65-74","California","06","2022","2022","Male","M",5677,1676394,338.6,329.8,347.5
,"65-74 years","65-74","California","06","2023","2023","Female","F",2417,1935241,124.9,119.9,129.9
,"65-74 years","65-74","California","06","2023","2023","Male","M",5362,1725734,310.7,302.4,319.0
,"65-74 years","65-74","California","06","2024","2024","Female","F",2271,1976844,114.9,110.2,119.6
,"65-74 years","65-74","California","06","2024","2024","Male","M",5180,1768632,292.9,284.9,300.9
,"65-74 years","65-74","California","06","2025 (provisional)","2025","Female","F",2275,1976844,115.1,110.4,119.8
,"65-74 years","65-74","California","06","2025 (provisional)","2025","Male","M",5321,1768632,300.9,292.8,308.9
,"65-74 years","65-74","Colorado","08","2021","2021","Female","F",273,289868,94.2,83.0,105.4
,"65-74 years","65-74","Colorado","08","2021","2021","Male","M",686,268976,255.0,236.0,274.1
,"65-74 years","65-74","Colorado","08","2022","2022","Female","F",309,291154,106.1,94.3,118.0
,"65-74 years","65-74","Colorado","08","2022","2022","Male","M",679,268885,252.5,233.5,271.5
,"65-74 years","65-74","Colorado","08","2023","2023","Female","F",260,299431,86.8,76.3,97.4
,"65-74 years","65-74","Colorado","08","2023","2023","Male","M",657,275613,238.4,220.1,256.6
,"65-74 years","65-74","Colorado","08","2024","2024","Female","F",265,305043,86.9,76.4,97.3
,"65-74 years","65-74","Colorado","08","2024","2024","Male","M",610,280635,217.4,200.1,234.6
,"65-74 years","65-74","Colorado","08","2025 (provisional)","2025","Female","F",243,305043,79.7,69.6,89.7
,"65-74 years","65-74","Colorado","08","2025 (provisional)","2025","Male","M",637,280635,227.0,209.4,244.6
,"65-74 years","65-74","Connecticut","09","2021","2021","Female","F",206,200274,102.9,88.8,116.9
,"65-74 years","65-74","Connecticut","09","2021","2021","Male","M",499,178258,279.9,255.4,304.5
,"65-74 years","65-74","Connecticut","09","2022","2022","Female","F",214,200757,106.6,92.3,120.9
,"65-74 years","65-74","Connecticut","09","2022","2022","Male","M",491,179173,274.0,249.8,298.3
,"65-74 years","65-74","Connecticut","09","2023","2023","Female","F",199,207970,95.7,82.4,109.0
,"65-74 years","65-74","Connecticut","09","2023","2023","Male","M",438,186745,234.5,212.6,256.5
,"65-74 years","65-74","Connecticut","09","2024","2024","Female","F",188,213725,88.0,75.4,100.5
,"65-74 years","65-74","Connecticut","09","2024","2024","Male","M",422,192186,219.6,198.6,240.5
,"65-74 years","65-74","Connecticut","09","2025 (provisional)","2025","Female","F",211,213725,98.7,85.4,112.0
,"65-74 years","65-74","Connecticut","09","2025 (provisional)","2025","Male","M",513,192186,266.9,243.8,290.0
,"65-74 years","65-74","Delaware","10","2021","2021","Female","F",99,66689,148.5,120.7,180.7
,"65-74 years","65-74","Delaware","10","2021","2021","Male","M",182,57708,315.4,269.6,361.2
,"65-74 years","65-74","Delaware","10","2022","2022","Female","F",95,68263,139.2,112.6,170.1
,"65-74 years","65-74","Delaware","10","2022","2022","Male","M",185,59012,313.5,268.3,358.7
,"65-74 years","65-74","Delaware","10","2023","2023","Female","F",84,70940,118.4,94.4,146.6
,"65-74 years","65-74","Delaware","10","2023","2023","Male","M",178,61223,290.7,248.0,333.5
,"65-74 years","65-74","Delaware","10","2024","2024","Female","F",86,73397,117.2,93.7,144.7
,"65-74 years","65-74","Delaware","10","2024","2024","Male","M",198,63115,313.7,270.0,357.4
,"65-74 years","65-74","Delaware","10","2025 (provisional)","2025","Female","F",98,73397,133.5,108.4,162.7
,"65-74 years","65-74","Delaware","10","2025 (provisional)","2025","Male","M",214,63115,339.1,293.6,384.5
,"65-74 years","65-74","District of Columbia","11","2021","2021","Female","F",67,28581,234.4,181.7,297.7
,"65-74 years","65-74","District of Columbia","11","2021","2021","Male","M",123,22136,555.7,457.5,653.9
,"65-74 years","65-74","District of Columbia","11","2022","2022","Female","F",67,28155,238.0,184.4,302.2
,"65-74 years","65-74","District of Columbia","11","2022","2022","Male","M",151,21820,692.0,581.6,802.4
,"65-74 years","65-74","District of Columbia","11","2023","2023","Female","F",42,28409,147.8,106.6,199.8
,"65-74 years","65-74","District of Columbia","11","2023","2023","Male","M",109,22286,489.1,397.3,580.9
,"65-74 years","65-74","District of Columbia","11","2024","2024","Female","F",59,28599,206.3,157.0,266.1
,"65-74 years","65-74","District of Columbia","11","2024","2024","Male","M",96,22616,424.5,343.8,518.4
,"65-74 years","65-74","District of Columbia","11","2025 (provisional)","2025","Female","F",56,28599,195.8,147.9,254.3
,"65-74 years","65-74","District of Columbia","11","2025 (provisional)","2025","Male","M",94,22616,415.6,335.9,508.6
,"65-74 years","65-74","Florida","12","2021","2021","Female","F",2000,1386887,144.2,137.9,150.5
,"65-74 years","65-74","Florida","12","2021","2021","Male","M",4173,1204371,346.5,336.0,357.0
,"65-74 years","65-74","Florida","12","2022","2022","Female","F",1883,1394908,135.0,128.9,141.1
,"65-74 years","65-74","Florida","12","2022","2022","Male","M",4070,1207231,337.1,326.8,347.5
,"65-74 years","65-74","Florida","12","2023","2023","Female","F",1844,1432877,128.7,122.8,134.6
,"65-74 years","65-74","Florida","12","2023","2023","Male","M",4008,1240386,323.1,313.1,333.1
,"65-74 years","65-74","Florida","12","2024","2024","Female","F",1863,1470575,126.7,120.9,132.4
,"65-74 years","65-74","Florida","12","2024","2024","Male","M",3780,1272980,296.9,287.5,306.4
,"65-74 years","65-74","Florida","12","2025 (provisional)","2025","Female","F",1842,1470575,125.3,119.5,131.0
,"65-74 years","65-74","Florida","12","2025 (provisional)","2025","Male","M",3954,1272980,310.6,300.9,320.3
,"65-74 years","65-74","Georgia","13","2021","2021","Female","F",707,535218,132.1,122.4,141.8
,"65-74 years","65-74","Georgia","13","2021","2021","Male","M",1420,452769,313.6,297.3,329.9
,"65-74 years","65-74","Georgia","13","2022","2022","Female","F",684,539433,126.8,117.3,136.3
,"65-74 years","65-74","Georgia","13","2022","2022","Male","M",1315,454824,289.1,273.5,304.7
,"65-74 years","65-74","Georgia","13","2023","2023","Female","F",656,553134,118.6,109.5,127.7
,"65-74 years","65-74","Georgia","13","2023","2023","Male","M",1198,467710,256.1,241.6,270.6
,"65-74 years","65-74","Georgia","13","2024","2024","Female","F",619,566563,109.3,100.6,117.9
,"65-74 years","65-74","Georgia","13","2024","2024","Male","M",1251,480110,260.6,246.1,275.0
,"65-74 years","65-74","Georgia","13","2025 (provisional)","2025","Female","F",649,566563,114.6,105.7,123.4
,"65-74 years","65-74","Georgia","13","2025 (provisional)","2025","Male","M",1364,480110,284.1,269.0,299.2
,"65-74 years","65-74","Hawaii","15","2021","2021","Female","F",106,83936,126.3,102.2,150.3
,"65-74 years","65-74","Hawaii","15","2021","2021","Male","M",264,78686,335.5,295.0,376.0
,"65-74 years","65-74","Hawaii","15","2022","2022","Female","F",85,83896,101.3,80.9,125.3
,"65-74 years","65-74","Hawaii","15","2022","2022","Male","M",253,78339,323.0,283.2,362.8
,"65-74 years","65-74","Hawaii","15","2023","2023","Female","F",78,85931,90.8,71.8,113.3
,"65-74 years","65-74","Hawaii","15","2023","2023","Male","M",240,79946,300.2,262.2,338.2
,"65-74 years","65-74","Hawaii","15","2024","2024","Female","F",108,86146,125.4,101.7,149.0
,"65-74 years","65-74","Hawaii","15","2024","2024","Male","M",252,80335,313.7,275.0,352.4
,"65-74 years","65-74","Hawaii","15","2025 (provisional)","2025","Female","F",95,86146,110.3,89.2,134.8
,"65-74 years","65-74","Hawaii","15","2025 (provisional)","2025","Male","M",232,80335,288.8,251.6,326.0
,"65-74 years","65-74","Idaho","16","2021","2021","Female","F",146,100443,145.4,121.8,168.9
,"65-74 years","65-74","Idaho","16","2021","2021","Male","M",311,96903,320.9,285.3,356.6
,"65-74 years","65-74","Idaho","16","2022","2022","Female","F",131,101884,128.6,106.6,150.6
,"65-74 years","65-74","Idaho","16","2022","2022","Male","M",266,97601,272.5,239.8,305.3
,"65-74 years","65-74","Idaho","16","2023","2023","Female","F",110,105078,104.7,85.1,124.2
,"65-74 years","65-74","Idaho","16","2023","2023","Male","M",262,99935,262.2,230.4,293.9
,"65-74 years","65-74","Idaho","16","2024","2024","Female","F",99,108210,91.5,74.4,111.4
,"65-74 years","65-74","Idaho","16","2024","2024","Male","M",288,102283,281.6,249.1,314.1
,"65-74 years","65-74","Idaho","16","2025 (provisional)","2025","Female","F",93,108210,85.9,69.4,105.3
,"65-74 years","65-74","Idaho","16","2025 (provisional)","2025","Male","M",275,102283,268.9,237.1,300.6
,"65-74 years","65-74","Illinois","17","2021","2021","Female","F",899,666341,134.9,126.1,143.7
,"65-74 years","65-74","Illinois","17","2021","2021","Male","M",1873,593505,315.6,301.3,329.9
,"65-74 years","65-74","Illinois","17","2022","2022","Female","F",894,667467,133.9,125.2,142.7
,"65-74 years","65-74","Illinois","17","2022","2022","Male","M",1901,593796,320.1,305.8,334.5
,"65-74 years","65-74","Illinois","17","2023","2023","Female","F",836,682990,122.4,114.1,130.7
,"65-74 years","65-74","Illinois","17","2023","2023","Male","M",1740,608897,285.8,272.3,299.2
,"65-74 years","65-74","Illinois","17","2024","2024","Female","F",853,696185,122.5,114.3,130.7
,"65-74 years","65-74","Illinois","17","2024","2024","Male","M",1622,621850,260.8,248.1,273.5
,"65-74 years","65-74","Illinois","17","2025 (provisional)","2025","Female","F",838,696185,120.4,112.2,128.5
,"65-74 years","65-74","Illinois","17","2025 (provisional)","2025","Male","M",1705,621850,274.2,261.2,287.2
,"65-74 years","65-74","Indiana","18","2021","2021","Female","F",605,358303,168.9,155.4,182.3
,"65-74 years","65-74","Indiana","18","2021","2021","Male","M",1245,323225,385.2,363.8,406.6
,"65-74 years","65-74","Indiana","18","2022","2022","Female","F",574,360939,159.0,146.0,172.0
,"65-74 years","65-74","Indiana","18","2022","2022","Male","M",1213,326272,371.8,350.9,392.7
,"65-74 years","65-74","Indiana","18","2023","2023","Female","F",488,369453,132.1,120.4,143.8
,"65-74 years","65-74","Indiana","18","2023","2023","Male","M",1113,333551,333.7,314.1,353.3
,"65-74 years","65-74","Indiana","18","2024","2024","Female","F",588,376970,156.0,143.4,168.6
,"65-74 years","65-74","Indiana","18","2024","2024","Male","M",1200,339793,353.2,333.2,373.1
,"65-74 years","65-74","Indiana","18","2025 (provisional)","2025","Female","F",568,376970,150.7,138.3,163.1
,"65-74 years","65-74","Indiana","18","2025 (provisional)","2025","Male","M",1192,339793,350.8,330.9,370.7
,"65-74 years","65-74","Iowa","19","2021","2021","Female","F",313,172334,181.6,161.5,201.7
,"65-74 years","65-74","Iowa","19","2021","2021","Male","M",662,163770,404.2,373.4,435.0
,"65-74 years","65-74","Iowa","19","2022","2022","Female","F",305,172830,176.5,156.7,196.3
,"65-74 years","65-74","Iowa","19","2022","2022","Male","M",654,164657,397.2,366.7,427.6
,"65-74 years","65-74","Iowa","19","2023","2023","Female","F",243,177283,137.1,119.8,154.3
,"65-74 years","65-74","Iowa","19","2023","2023","Male","M",637,168692,377.6,348.3,406.9
,"65-74 years","65-74","Iowa","19","2024","2024","Female","F",253,180694,140.0,122.8,157.3
,"65-74 years","65-74","Iowa","19","2024","2024","Male","M",620,172185,360.1,331.7,388.4
,"65-74 years","65-74","Iowa","19","2025 (provisional)","2025","Female","F",303,180694,167.7,148.8,186.6
,"65-74 years","65-74","Iowa","19","2025 (provisional)","2025","Male","M",644,172185,374.0,345.1,402.9
,"65-74 years","65-74","Kansas","20","2021","2021","Female","F",239,152190,157.0,137.1,177.0
,"65-74 years","65-74","Kansas","20","2021","2021","Male","M",579,141988,407.8,374.6,441.0
,"65-74 years","65-74","Kansas","20","2022","2022","Female","F",273,152995,178.4,157.3,199.6
,"65-74 years","65-74","Kansas","20","2022","2022","Male","M",552,142515,387.3,355.0,419.6
,"65-74 years","65-74","Kansas","20","2023","2023","Female","F",214,157312,136.0,117.8,154.3
,"65-74 years","65-74","Kansas","20","2023","2023","Male","M",501,145295,344.8,314.6,375.0
,"65-74 years","65-74","Kansas","20","2024","2024","Female","F",210,160602,130.8,113.1,148.4
,"65-74 years","65-74","Kansas","20","2024","2024","Male","M",452,148100,305.2,277.1,333.3
,"65-74 years","65-74","Kansas","20","2025 (provisional)","2025","Female","F",194,160602,120.8,103.8,137.8
,"65-74 years","65-74","Kansas","20","2025 (provisional)","2025","Male","M",484,148100,326.8,297.7,355.9
,"65-74 years","65-74","Kentucky","21","2021","2021","Female","F",512,251636,203.5,185.8,221.1
,"65-74 years","65-74","Kentucky","21","2021","2021","Male","M",986,224504,439.2,411.8,466.6
,"65-74 years","65-74","Kentucky","21","2022","2022","Female","F",545,252210,216.1,197.9,234.2
,"65-74 years","65-74","Kentucky","21","2022","2022","Male","M",1008,224513,449.0,421.3,476.7
,"65-74 years","65-74","Kentucky","21","2023","2023","Female","F",441,256575,171.9,155.8,187.9
,"65-74 years","65-74","Kentucky","21","2023","2023","Male","M",906,227752,397.8,371.9,423.7
,"65-74 years","65-74","Kentucky","21","2024","2024","Female","F",504,260282,193.6,176.7,210.5
,"65-74 years","65-74","Kentucky","21","2024","2024","Male","M",938,230984,406.1,380.1,432.1
,"65-74 years","65-74","Kentucky","21","2025 (provisional)","2025","Female","F",466,260282,179.0,162.8,195.3
,"65-74 years","65-74","Kentucky","21","2025 (provisional)","2025","Male","M",948,230984,410.4,384.3,436.5
,"65-74 years","65-74","Louisiana","22","2021","2021","Female","F",513,251009,204.4,186.7,222.1
,"65-74 years","65-74","Louisiana","22","2021","2021","Male","M",976,220400,442.8,415.0,470.6
,"65-74 years","65-74","Louisiana","22","2022","2022","Female","F",513,251286,204.1,186.5,221.8
,"65-74 years","65-74","Louisiana","22","2022","2022","Male","M",946,219582,430.8,403.4,458.3
,"65-74 years","65-74","Louisiana","22","2023","2023","Female","F",477,255746,186.5,169.8,203.3
,"65-74 years","65-74","Louisiana","22","2023","2023","Male","M",903,223035,404.9,378.5,431.3
,"65-74 years","65-74","Louisiana","22","2024","2024","Female","F",502,259915,193.1,176.2,210.0
,"65-74 years","65-74","Louisiana","22","2024","2024","Male","M",986,226387,435.5,408.4,462.7
,"65-74 years","65-74","Louisiana","22","2025 (provisional)","2025","Female","F",487,259915,187.4,170.7,204.0
,"65-74 years","65-74","Louisiana","22","2025 (provisional)","2025","Male","M",946,226387,417.9,391.2,444.5
,"65-74 years","65-74","Maine","23","2021","2021","Female","F",112,94985,117.9,96.1,139.8
,"65-74 years","65-74","Maine","23","2021","2021","Male","M",241,88154,273.4,238.9,307.9
,"65-74 years","65-74","Maine","23","2022","2022","Female","F",107,96311,111.1,90.0,132.1
,"65-74 years","65-74","Maine","23","2022","2022","Male","M",271,88859,305.0,268.7,341.3
,"65-74 years","65-74","Maine","23","2023","2023","Female","F",95,99405,95.6,77.3,116.8
,"65-74 years","65-74","Maine","23","2023","2023","Male","M",249,91022,273.6,239.6,307.5
,"65-74 years","65-74","Maine","23","2024","2024","Female","F",90,101213,88.9,71.5,109.3
,"65-74 years","65-74","Maine","23","2024","2024","Male","M",281,92016,305.4,269.7,341.1
,"65-74 years","65-74","Maine","23","2025 (provisional)","2025","Female","F",112,101213,110.7,90.2,131.2
,"65-74 years","65-74","Maine","23","2025 (provisional)","2025","Male","M",274,92016,297.8,262.5,333.0
,"65-74 years","65-74","Maryland","24","2021","2021","Female","F",479,326915,146.5,133.4,159.6
,"65-74 years","65-74","Maryland","24","2021","2021","Male","M",916,277571,330.0,308.6,351.4
,"65-74 years","65-74","Maryland","24","2022","2022","Female","F",466,329534,141.4,128.6,154.3
,"65-74 years","65-74","Maryland","24","2022","2022","Male","M",914,278747,327.9,306.6,349.2
,"65-74 years","65-74","Maryland","24","2023","2023","Female","F",473,336689,140.5,127.8,153.1
,"65-74 years","65-74","Maryland","24","2023","2023","Male","M",851,286082,297.5,277.5,317.5
,"65-74 years","65-74","Maryland","24","2024","2024","Female","F",412,344218,119.7,108.1,131.2
,"65-74 years","65-74","Maryland","24","2024","2024","Male","M",859,292887,293.3,273.7,312.9
,"65-74 years","65-74","Maryland","24","2025 (provisional)","2025","Female","F",415,344218,120.6,109.0,132.2
,"65-74 years","65-74","Maryland","24","2025 (provisional)","2025","Male","M",844,292887,288.2,268.7,307.6
,"65-74 years","65-74","Massachusetts","25","2021","2021","Female","F",317,386808,82.0,72.9,91.0
,"65-74 years","65-74","Massachusetts","25","2021","2021","Male","M",810,340099,238.2,221.8,254.6
,"65-74 years","65-74","Massachusetts","25","2022","2022","Female","F",316,389007,81.2,72.3,90.2
,"65-74 years","65-74","Massachusetts","25","2022","2022","Male","M",786,342537,229.5,213.4,245.5
,"65-74 years","65-74","Massachusetts","25","2023","2023","Female","F",337,400128,84.2,75.2,93.2
,"65-74 years","65-74","Massachusetts","25","2023","2023","Male","M",802,352645,227.4,211.7,243.2
,"65-74 years","65-74","Massachusetts","25","2024","2024","Female","F",330,408460,80.8,72.1,89.5
,"65-74 years","65-74","Massachusetts","25","2024","2024","Male","M",781,361486,216.1,200.9,231.2
,"65-74 years","65-74","Massachusetts","25","2025 (provisional)","2025","Female","F",323,408460,79.1,70.5,87.7
,"65-74 years","65-74","Massachusetts","25","2025 (provisional)","2025","Male","M",790,361486,218.5,203.3,233.8
,"65-74 years","65-74","Michigan","26","2021","2021","Female","F",1068,585660,182.4,171.4,193.3
,"65-74 years","65-74","Michigan","26","2021","2021","Male","M",2240,532418,420.7,403.3,438.1
,"65-74 years","65-74","Michigan","26","2022","2022","Female","F",1168,588994,198.3,186.9,209.7
,"65-74 years","65-74","Michigan","26","2022","2022","Male","M",2231,534287,417.6,400.2,434.9
,"65-74 years","65-74","Michigan","26","2023","2023","Female","F",1094,605311,180.7,170.0,191.4
,"65-74 years","65-74","Michigan","26","2023","2023","Male","M",2075,549137,377.9,361.6,394.1
,"65-74 years","65-74","Michigan","26","2024","2024","Female","F",1026,617907,166.0,155.9,176.2
,"65-74 years","65-74","Michigan","26","2024","2024","Male","M",2109,560805,376.1,360.0,392.1
,"65-74 years","65-74","Michigan","26","2025 (provisional)","2025","Female","F",1051,617907,170.1,159.8,180.4
,"65-74 years","65-74","Michigan","26","2025 (provisional)","2025","Male","M",2091,560805,372.9,356.9,388.8
,"65-74 years","65-74","Minnesota","27","2021","2021","Female","F",228,295793,77.1,67.1,87.1
,"65-74 years","65-74","Minnesota","27","2021","2021","Male","M",557,281394,197.9,181.5,214.4
,"65-74 years","65-74","Minnesota","27","2022","2022","Female","F",217,299229,72.5,62.9,82.2
,"65-74 years","65-74","Minnesota","27","2022","2022","Male","M",564,285488,197.6,181.3,213.9
,"65-74 years","65-74","Minnesota","27","2023","2023","Female","F",179,309060,57.9,49.4,66.4
,"65-74 years","65-74","Minnesota","27","2023","2023","Male","M",606,294083,206.1,189.7,222.5
,"65-74 years","65-74","Minnesota","27","2024","2024","Female","F",211,316858,66.6,57.6,75.6
,"65-74 years","65-74","Minnesota","27","2024","2024","Male","M",563,301241,186.9,171.5,202.3
,"65-74 years","65-74","Minnesota","27","2025 (provisional)","2025","Female","F",240,316858,75.7,66.2,85.3
,"65-74 years","65-74","Minnesota","27","2025 (provisional)","2025","Male","M",579,301241,192.2,176.5,207.9
,"65-74 years","65-74","Mississippi","28","2021","2021","Female","F",376,162924,230.8,207.5,254.1
,"65-74 years","65-74","Mississippi","28","2021","2021","Male","M",774,141045,548.8,510.1,587.4
,"65-74 years","65-74","Mississippi","28","2022","2022","Female","F",379,162715,232.9,209.5,256.4
,"65-74 years","65-74","Mississippi","28","2022","2022","Male","M",722,140137,515.2,477.6,552.8
,"65-74 years","65-74","Mississippi","28","2023","2023","Female","F",366,165937,220.6,198.0,243.2
,"65-74 years","65-74","Mississippi","28","2023","2023","Male","M",663,142656,464.8,429.4,500.1
,"65-74 years","65-74","Mississippi","28","2024","2024","Female","F",335,168624,198.7,177.4,219.9
,"65-74 years","65-74","Mississippi","28","2024","2024","Male","M",631,144655,436.2,402.2,470.2
,"65-74 years","65-74","Mississippi","28","2025 (provisional)","2025","Female","F",335,168624,198.7,177.4,219.9
,"65-74 years","65-74","Mississippi","28","2025 (provisional)","2025","Male","M",736,144655,508.8,472.0,545.6
,"65-74 years","65-74","Missouri","29","2021","2021","Female","F",626,343473,182.3,168.0,196.5
,"65-74 years","65-74","Missouri","29","2021","2021","Male","M",1295,305988,423.2,400.2,446.3
,"65-74 years","65-74","Missouri","29","2022","2022","Female","F",755,344467,219.2,203.5,234.8
,"65-74 years","65-74","Missouri","29","2022","2022","Male","M",1352,306790,440.7,417.2,464.2
,"65-74 years","65-74","Missouri","29","2023","2023","Female","F",610,353293,172.7,159.0,186.4
,"65-74 years","65-74","Missouri","29","2023","2023","Male","M",1329,314533,422.5,399.8,445.2
,"65-74 years","65-74","Missouri","29","2024","2024","Female","F",608,360393,168.7,155.3,182.1
,"65-74 years","65-74","Missouri","29","2024","2024","Male","M",1307,321559,406.5,384.4,428.5
,"65-74 years","65-74","Missouri","29","2025 (provisional)","2025","Female","F",644,360393,178.7,164.9,192.5
,"65-74 years","65-74","Missouri","29","2025 (provisional)","2025","Male","M",1288,321559,400.5,378.7,422.4
,"65-74 years","65-74","Montana","30","2021","2021","Female","F",107,68255,156.8,127.1,186.5
,"65-74 years","65-74","Montana","30","2021","2021","Male","M",274,67184,407.8,359.5,456.1
,"65-74 years","65-74","Montana","30","2022","2022","Female","F",108,69335,155.8,126.4,185.1
,"65-74 years","65-74","Montana","30","2022","2022","Male","M",277,67432,410.8,362.4,459.2
,"65-74 years","65-74","Montana","30","2023","2023","Female","F",128,71506,179.0,148.0,210.0
,"65-74 years","65-74","Montana","30","2023","2023","Male","M",251,69109,363.2,318.3,408.1
,"65-74 years","65-74","Montana","30","2024","2024","Female","F",112,72989,153.4,125.0,181.9
,"65-74 years","65-74","Montana","30","2024","2024","Male","M",294,69789,421.3,373.1,469.4
,"65-74 years","65-74","Montana","30","2025 (provisional)","2025","Female","F",128,72989,175.4,145.0,205.8
,"65-74 years","65-74","Montana","30","2025 (provisional)","2025","Male","M",277,69789,396.9,350.2,443.7
,"65-74 years","65-74","Nebraska","31","2021","2021","Female","F",103,100222,102.8,82.9,122.6
,"65-74 years","65-74","Nebraska","31","2021","2021","Male","M",218,93755,232.5,201.7,263.4
,"65-74 years","65-74","Nebraska","31","2022","2022","Female","F",92,100910,91.2,73.5,111.8
,"65-74 years","65-74","Nebraska","31","2022","2022","Male","M",254,94610,268.5,235.5,301.5
,"65-74 years","65-74","Nebraska","31","2023","2023","Female","F",97,103744,93.5,75.8,114.1
,"65-74 years","65-74","Nebraska","31","2023","2023","Male","M",220,97025,226.7,196.8,256.7
,"65-74 years","65-74","Nebraska","31","2024","2024","Female","F",89,105879,84.1,67.5,103.4
,"65-74 years","65-74","Nebraska","31","2024","2024","Male","M",216,98838,218.5,189.4,247.7
,"65-74 years","65-74","Nebraska","31","2025 (provisional)","2025","Female","F",99,105879,93.5,76.0,113.8
,"65-74 years","65-74","Nebraska","31","2025 (provisional)","2025","Male","M",211,98838,213.5,184.7,242.3
,"65-74 years","65-74","Nevada","32","2021","2021","Female","F",273,167285,163.2,143.8,182.6
,"65-74 years","65-74","Nevada","32","2021","2021","Male","M",669,154623,432.7,399.9,465.5
,"65-74 years","65-74","Nevada","32","2022","2022","Female","F",303,167946,180.4,160.1,200.7
,"65-74 years","65-74","Nevada","32","2022","2022","Male","M",711,154160,461.2,427.3,495.1
,"65-74 years","65-74","Nevada","32","2023","2023","Female","F",267,172655,154.6,136.1,173.2
,"65-74 years","65-74","Nevada","32","2023","2023","Male","M",620,158173,392.0,361.1,422.8
,"65-74 years","65-74","Nevada","32","2024","2024","Female","F",268,176357,152.0,133.8,170.2
,"65-74 years","65-74","Nevada","32","2024","2024","Male","M",638,161631,394.7,364.1,425.4
,"65-74 years","65-74","Nevada","32","2025 (provisional)","2025","Female","F",253,176357,143.5,125.8,161.1
,"65-74 years","65-74","Nevada","32","2025 (provisional)","2025","Male","M",605,161631,374.3,344.5,404.1
,"65-74 years","65-74","New Hampshire","33","2021","2021","Female","F",87,85526,101.7,81.5,125.5
,"65-74 years","65-74","New Hampshire","33","2021","2021","Male","M",234,81165,288.3,251.4,325.2
,"65-74 years","65-74","New Hampshire","33","2022","2022","Female","F",95,86897,109.3,88.5,133.6
,"65-74 years","65-74","New Hampshire","33","2022","2022","Male","M",255,82377,309.6,271.6,347.5
,"65-74 years","65-74","New Hampshire","33","2023","2023","Female","F",92,90082,102.1,82.3,125.3
,"65-74 years","65-74","New Hampshire","33","2023","2023","Male","M",237,85368,277.6,242.3,313.0
,"65-74 years","65-74","New Hampshire","33","2024","2024","Female","F",94,92721,101.4,81.9,124.1
,"65-74 years","65-74","New Hampshire","33","2024","2024","Male","M",225,87921,255.9,222.5,289.4
,"65-74 years","65-74","New Hampshire","33","2025 (provisional)","2025","Female","F",91,92721,98.1,79.0,120.5
,"65-74 years","65-74","New Hampshire","33","2025 (provisional)","2025","Male","M",236,87921,268.4,234.2,302.7
,"65-74 years","65-74","New Jersey","34","2021","2021","Female","F",626,490984,127.5,117.5,137.5
,"65-74 years","65-74","New Jersey","34","2021","2021","Male","M",1225,429887,285.0,269.0,300.9
,"65-74 years","65-74","New Jersey","34","2022","2022","Female","F",574,491904,116.7,107.1,126.2
,"65-74 years","65-74","New Jersey","34","2022","2022","Male","M",1151,430474,267.4,251.9,282.8
,"65-74 years","65-74","New Jersey","34","2023","2023","Female","F",542,505240,107.3,98.2,116.3
,"65-74 years","65-74","New Jersey","34","2023","2023","Male","M",1042,444299,234.5,220.3,248.8
,"65-74 years","65-74","New Jersey","34","2024","2024","Female","F",475,518673,91.6,83.3,99.8
,"65-74 years","65-74","New Jersey","34","2024","2024","Male","M",1051,458030,229.5,215.6,243.3
,"65-74 years","65-74","New Jersey","34","2025 (provisional)","2025","Female","F",493,518673,95.1,86.7,103.4
,"65-74 years","65-74","New Jersey","34","2025 (provisional)","2025","Male","M",1068,458030,233.2,219.2,247.2
,"65-74 years","65-74","New Mexico","35","2021","2021","Female","F",196,126022,155.5,133.8,177.3
,"65-74 years","65-74","New Mexico","35","2021","2021","Male","M",470,112498,417.8,380.0,455.6
,"65-74 years","65-74","New Mexico","35","2022","2022","Female","F",229,126162,181.5,158.0,205.0
,"65-74 years","65-74","New Mexico","35","2022","2022","Male","M",519,112275,462.3,422.5,502.0
,"65-74 years","65-74","New Mexico","35","2023","2023","Female","F",229,130193,175.9,153.1,198.7
,"65-74 years","65-74","New Mexico","35","2023","2023","Male","M",523,115321,453.5,414.6,492.4
